date,m2_level,gdp_real,cpi_level,m2_yoy,gdp_yoy,cpi_yoy,nominal_gdp_yoy,excess_liq_yoy,k,k_normalized,excess_share_pct,cumulative_excess_pct
2012-12-31,10641.1,17489.852,231.221,9.268367818452528,1.551852007332477,1.7595049796895523,3.3113569870220294,5.957010831430499,0.002631316656780666,1.067609132155739,6.332760756665811,3.2402097386295563
2013-03-31,10607.4,17662.4,232.282,7.252707252707236,1.700868485709428,1.5187472411246183,3.2196157268340464,4.033091525873189,0.0025854948285895423,1.0490177542982497,4.6727287595852545,4.248482620097853
2013-06-30,10584.4,17709.671,232.445,6.7869285793557,1.5199382041070075,1.7157935271568725,3.23573173126388,3.55119684809182,0.002571198121801556,1.0432171241508765,4.142677794524607,5.136281832120808
2013-09-30,10852.3,17860.45,233.544,7.2319275917947845,2.237022493295515,1.0947341081747997,3.331756601470315,3.9001709903244697,0.0026017207441291347,1.0556011259966034,5.267247696814437,6.111324579701925
2013-12-31,11153.4,18016.147,234.719,4.814351899709601,3.0091449601746367,1.5128383667573297,4.5219833269319665,0.29236857277763484,0.00263752821879218,1.0701293610728309,6.553353606009315,6.184416722896334
2014-03-31,11329.1,17953.974,236.028,6.803740784735202,1.6508175559380112,1.6126949139408042,3.2635124698788154,3.5402283148563862,0.0026734452341496246,1.0847020403041858,7.808784086036436,7.06947380161043
2014-06-30,11357.7,18185.911,237.231,7.306035297229907,2.6891521587272926,2.0589816945944195,4.748133853321712,2.557901443908195,0.0026325940307897256,1.0681274035518236,6.378209502469534,7.708949162587478
2014-09-30,11466.7,18406.941,237.477,5.661472683210023,3.059782928201682,1.6840509711232077,4.74383389932489,0.917638783885133,0.002623223390377418,1.0643254357223162,6.043775105183036,7.938358858558761
2014-12-31,11816.1,18500.031,236.252,5.9416859432998015,2.6858351011456394,0.6531213919623191,3.3389564931079585,2.602729450191843,0.002703498966536838,1.0968957985389736,8.833637494831814,8.589041221106722
2015-03-31,11987.4,18666.621,235.976,5.810699879072478,3.9692994988184793,-0.022031284423873476,3.947268214394606,1.8634316646778726,0.002721394183788727,1.1041564592089068,9.433125019576627,9.054899137276191
2015-06-30,11975.9,18782.243,237.657,5.443003424989201,3.2790878609270546,0.1795718097550525,3.458659670682107,1.984343754307094,0.00268293465542517,1.0885522013201694,8.134860341357586,9.550985075852964
2015-09-30,12103.0,18857.418,237.498,5.549111775837856,2.4473213664345517,0.008842961634170088,2.4561643280687218,3.0929474477691343,0.0027024075692894923,1.0964529838495771,8.79681894894725,10.324221937795247
2015-12-31,12483.9,18892.206,237.761,5.651610937619012,2.119861312664817,0.6387247515364791,2.758586064201296,2.8930248734177155,0.0027792460047492357,1.1276287890062804,11.318333679539428,11.047478156149676
2016-03-31,12755.8,19001.69,238.08,6.410063900428775,1.7950168913805964,0.8916160965521946,2.686632987932791,3.723430912495984,0.0028196328315268073,1.1440150133610791,12.588559737338379,11.978335884273672
2016-06-30,12760.4,19062.709,240.222,6.550655900600377,1.493250832714721,1.0792865347959424,2.5725373675106633,3.978118533089714,0.002786550331073818,1.1305923872749548,11.550793083767275,12.9728655175461
2016-09-30,12961.7,19197.938,241.176,7.094935140047931,1.8057615310855146,1.5486446201652182,3.354406151250733,3.740528988797198,0.002799453723216196,1.1358277052103658,11.958477908866405,13.9079977647454
2016-12-31,13322.1,19304.352,242.637,6.714247951361352,2.1815663030564147,2.0507989115119862,4.232365214568401,2.481882736792951,0.002844201974847637,1.153983498800096,13.34364823762273,14.528468448943638
2017-03-31,13497.6,19398.343,243.892,5.815393781652278,2.0874616941966906,2.44119623655914,4.528657930755831,1.2867358508964477,0.0028529513402369812,1.1575333955280938,13.60940393916007,14.85015241166775
2017-06-30,13479.2,19506.949,244.163,5.633052255415194,2.3304137937582903,1.640565809959127,3.970979603717417,1.6620726516977768,0.0028300552641010654,1.1482437268330523,12.910475656759768,15.265670574592194
2017-09-30,13645.8,19660.766,246.435,5.277857071217507,2.410821412174591,2.1805652303711787,4.5913866425457694,0.6864704286717371,0.0028164119526834465,1.142708200037081,12.488595078993047,15.43728818176013
2017-12-31,13968.4,19882.352,247.805,4.851337251634491,2.9941434967617697,2.129930719552253,5.124074216314023,-0.2727369646795319,0.0028351029881512717,1.1502917495515326,13.065533123238282,15.369103940590247
2018-03-31,14030.5,20044.077,249.577,3.9481092935040207,3.328810094759116,2.3309497646499366,5.659759859409053,-1.7116505659050318,0.002804674885551837,1.137946097375609,12.122375365032456,14.941191299113989
2018-06-30,14025.7,20150.476,251.018,4.054394919579796,3.2989628465220244,2.8075506935940187,6.106513540116043,-2.0521186205362474,0.0027729010409793973,1.1250544347390274,11.11541191942731,14.428161643979927
2018-09-30,14150.6,20276.154,252.182,3.6993067463981566,3.130030640718684,2.332055105808828,5.462085746527512,-1.7627790001293553,0.0027674207249196565,1.1228308956384019,10.939394000960812,13.987466893947587
2018-12-31,14570.4,20304.874,252.767,4.3097276710288845,2.125110751484538,2.0023809043401064,4.127491655824644,0.18223601520424015,0.0028389046210405724,1.1518341933236502,13.181948773853325,14.033025897748647
2019-03-31,14574.5,20431.641,254.277,3.877267381775429,1.9335587266003706,1.8831863513063984,3.816745077906769,0.060522303868659755,0.0028053259983693343,1.138210274622476,12.142771656873153,14.048156473715812
2019-06-30,14703.6,20602.275,255.213,4.833270353707841,2.242125694698238,1.671194894390049,3.913320589088287,0.9199497646195542,0.0027964412972173954,1.1346054678570714,11.863636450765625,14.2781439148707
2019-09-30,15064.1,20843.322,256.43,6.455556654841499,2.797216868642849,1.6844977040391562,4.481714572682005,1.9738420821594937,0.002818431083062089,1.1435274256615215,12.551288446666863,14.771604435410573
